NAME,QTY,RETAIL,DEALER,CURRENT_COST
"Накопитель SSD M.2 2TB SAMSUNG MZ-V9S2T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7250 MB/s, Writing 6300 Mb/s)",3,187.17,172,155.98
"Накопитель SSD M.2 2TB WD Black SN850X (M.2 2280 PCI-E, Reading 7300 MB/s, Writing 6600 Mb/s)",1,219.92,200,183.26
"Накопитель SSD M.2 480GB Patriot P310P480GM28 P310 (M.2 2280 PCI-E, Reading 1700 MB/s, Writing 1500 Mb/s)",47,35.69,33.5,29.74
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9P4T0GW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)",3,441.29,416,389.43
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9S4T0BW 990 EVO Plus (M.2 2280, PCI-E x 5, Reading 7250 MB/s, Writing 6300 Mb/s)",2,378.35,346,315.29
"Накопитель SSD M.2 500GB CRUCIAL CT500P3PSSD8 (M.2 2280 PCI-E, Reading 4700 MB/s, Writing 1900 Mb/s)",2,48.29,43,38.63
"Накопитель SSD M.2 500GB Kingston SNV3S/500G NV3 (M.2 2280 PCI-E, Reading 6000 MB/s, Writing 3000 Mb/s)",6,53.17,47.3,43.19
"Накопитель SSD M.2 500Gb SAMSUNG MZ-V8V500BW 980 (M.2 2280, PCI-E x 3, Reading 3100 MB/s, Writing 2600 Mb/s)",9,66.7,61.3,55.58
"Накопитель SSD M.2 500GB WD Black SN770 (M.2 2280 PCI-E, Reading 5000 MB/s, Writing 4000 Mb/s)",1,76.53,70.5,63.78
"Накопитель SSD M.2 500GB WD Black SN770 (M.2 2280 PCI-E, Reading 5000 MB/s, Writing 4000 Mb/s, WDBBDL5000ANC)",5,67.91,63,56.6
"Накопитель SSD M.2 512GB Patriot P300P512GM28 P300 (M.2 2280 PCI-E, Reading 1700 MB/s, Writing 1200 Mb/s)",30,40.09,36.5,32.07
"Накопитель SSD M.2 512GB Patriot VPN110-512GM28H VPN110 (M.2 2280 PCI-E, Reading 3100 MB/s, Writing 2300 Mb/s)",3,62.69,54.3,54.52
"Накопитель SSD M.2 512GB Patriot VPR400-512GM28H VPR400 (M.2 2280 PCI-E, RGB, Reading 4600 MB/s, Writing 3600 Mb/s)",3,86.07,70.7,86.07
"Накопитель SSD внешний 1TB Crucial X6 (2.5"", 800/480Mbps, USB 3.2, Black)",4,118.08,108.3,98.4
"Накопитель SSD внешний 1TB Patriot Duo Compact PVP30 PVP301TB28UDG (1000Mbps, USB-A/USB-C, Black)",4,91.37,82.8,73.1
"Накопитель SSD внешний 1TB Patriot Transporter Lite PTPL1TBPEC (2.5"", 1000Mbps, USB-C, Black)",5,93.02,83.8,74.39
"Накопитель SSD внешний 1TB SAMSUNG Portable T7 MU-PC1T0T/WW (2.5"", 1050/1000Mbps, USB 3.2, Grey)",3,142.79,131.5,118.99
"Накопитель SSD внешний 1TB SanDisk Portable SDSSDE30-1T00-G26 (2.5"", 800Mbps, USB-C, Black)",3,121.42,106.5,97.13
"Накопитель SSD внешний 2TB Crucial X6 (2.5"", 800/480Mbps, USB 3.2, Black)",4,163.25,150,136.04
"Накопитель SSD внешний 2TB SAMSUNG Portable T7 MU-PC2T0T/WW (2.5"", 1050/1000Mbps, Touch, USB 3.2, Titan Grey)",4,210.6,194,175.5
"Накопитель SSD внешний 2TB SAMSUNG T5 EVO Portable T5 MU-PH2T0S/EU (2.5"", 460/460Mbps, USB-C, Black)",4,173.25,160,144.37
"Накопитель SSD внешний 512GB Patriot Transporter Lite PTPL512GPEC (2.5"", 1000Mbps, USB-C, Black)",8,56.12,51.5,41.57
"Накопитель SSD внешний 512GB Patriot Transporter PTP512GPEC (2.5"", 1000Mbps, USB-C, Black)",2,56.49,51.5,41.85
Наушники беспроводные Oklick BT-S-120 Black (Bluetooth),4,10.66,7.5,7.62
"Наушники с микрофоном A4 Tech HS-30 (Black, 3.5mm)",1,18.44,16,13.64
"Наушники с микрофоном CrownMicro CMGH-101T (Black/Blue, 3.5mm)",1,8.95,8,7.78
"Наушники с микрофоном CrownMicro CMGH-2000 (Black/Red, 3.5mm)",1,19.49,14,11.39
"Наушники с микрофоном CrownMicro CMGH-2001 (Black/Blue, 1x3.5mm + adapter 2x3.5mm)",5,12.63,11,10.98
"Наушники с микрофоном CrownMicro CMGH-3100 (Black/Red, 7.1, USB)",1,35.26,27,29.39
"Наушники с микрофоном CrownMicro CMGH-3101 (Black/Blue, 7.1, USB)",4,22.4,20,19.48
"Наушники с микрофоном CrownMicro CMGH-3102 (Black/Green, 7.1, USB)",4,21.42,20,18.63
"Наушники с микрофоном CrownMicro CMH-941 (Rose, 3.5mm)",5,2.57,2,2.24
Наушники с микрофоном Fury NFU-0863 Hellcat Gaming (Mini-Jack),1,12.25,10.9,8.75
"Наушники с микрофоном Fury NFU-1585 Warhawk, Gaming (RGB, 3.5mm)",22,27.33,24.3,21.02
"Наушники с микрофоном Genesis NSG-0687 H59, Gaming (Mini-Jack)",3,18.59,16.7,15.49
"Наушники с микрофоном Genesis NSG-0901 ARGON 200 BLACK-BLUE, Gaming (2xMini-Jack)",8,15.2,13.8,11.69
"Наушники с микрофоном Genesis NSG-0943 NEON 350, Gaming (2xMini-Jack)",2,25.55,22.8,21.3
"Наушники с микрофоном Genesis NSG-1107 NEON 360 (Backlight, Vibration, USB)",2,24.61,21.7,20.51
"Наушники с микрофоном Genesis NSG-1434 ARGON 100 BLACK, Gaming (1xMini-Jack)",3,11.46,10.3,8.82
"Наушники с микрофоном Genesis NSG-1435 ARGON 100 Black-Green, Gaming (Mini-Jack)",4,10.18,9.3,7.54
"Наушники с микрофоном Genesis NSG-1437 Argon 110 Black-Red, Gaming (Mini-Jack)",31,6.89,5.8,4.59
"Наушники с микрофоном Genesis NSG-1578 RADON 300 VIRTUAL 7.1 BLACK-RED, Gaming (USB)",4,24.1,21.3,20.09
"Наушники с микрофоном Genesis NSG-1992 RADON 210 BLACK-RED, Gaming (USB)",5,20.66,19.3,17.22
"Наушники с микрофоном Genesis NSG-2117 Toron 531 Black, Gaming (Mini-Jack)",9,42.04,37.7,32.34
"Наушники с микрофоном Genesis NSG-2307 NEON 613 G2 RGB ILLUMINATION Black, Gaming (Mini-Jack)",49,29.7,25.8,22
Наушники с микрофоном Genius HS-02B (3.5mm),2,7.99,7.3,5.58
Наушники с микрофоном Genius HS-04S,1,14.37,12.3,10.64
Наушники с микрофоном Genius HS-400A,2,11.73,10.5,9.38
"Наушники с микрофоном HyperX Cloud Stinger (Gaming, 3.5mm, 1.3m, Black)",1,63.11,54,47.89
"Наушники с микрофоном Logitech G335 Gaming (1x3.5mm/2x3.5mm, Black)",2,68.34,58.8,50.62
"Наушники с микрофоном Logitech G432, 7.1 Gaming (USB, Leatherette)",5,71.18,65.8,56.95
"Наушники с микрофоном Logitech H110 (3.5mm, Silver)",50,12.2,10,7.88
"Наушники с микрофоном Logitech H111 (3.5mm, Gray)",1,13.7,12,9.92
"Наушники с микрофоном Logitech H340 (USB, Black)",20,30.81,25.5,21.3
"Наушники с микрофоном Logitech H390 (USB, Black)",110,37.57,31.5,25.73
"Наушники с микрофоном Logitech H390 (USB, Off-White)",11,37.58,32.5,27.84
"Наушники с микрофоном Logitech H540 (USB, Black)",6,50.03,43,37.06
"Наушники с микрофоном Logitech H570E Stereo (USB, Black)",13,52.91,45.8,39.19
"Наушники с микрофоном Razer BlackShark V2 X (Gaming, 3.5mm audio jack, Black)",4,66.36,56.8,49.15
"Наушники с микрофоном Razer Kraken X Lite (Gaming, 1.3m, 3.5mm audio jack)",3,47.42,40.8,35.13
"Наушники с микрофоном SVEN AP-010MV (2x3.5mm, Black)",13,3.68,3.3,2.45
"Наушники с микрофоном SVEN AP-151MV (1x3.5mm, Black)",7,6.79,6,5.03
"Наушники с микрофоном SVEN AP-320M (1x3.5mm, Black)",13,6.42,6,5.14
"Наушники с микрофоном SVEN AP-680MV (2x3.5mm, Black)",6,8.88,8,6.58
"Наушники с микрофоном беспроводные CrownMicro CMBH-5098 (Bluetooth 5.0, Black)",5,5.08,5,3.91
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5001 (Bluetooth, Black)",1,18.33,16,13.09
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5001 (Bluetooth, White)",16,8.47,6,9.41
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5002 (Bluetooth 5.0, White)",2,18.59,17,17.7
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5005 (Bluetooth 5.0, White)",1,10.1,9.5,9.19
"Наушники с микрофоном беспроводные CrownMicro CMTWS-5006 (Bluetooth 5.0, White)",1,14.37,12.5,11.98
"Наушники с микрофоном беспроводные Digma BT-05 (Bluetooth, Black/Red)",1,9.84,9,8.2
"Наушники с микрофоном беспроводные Genesis NSG-1673 Selen 400 Black-Red, Gaming (USB)",28,29.93,26.8,23.02
"Наушники с микрофоном беспроводные Logitech G435 Lightspeed, Gaming (USB, Black)",1,82,70,60.74
"Наушники с микрофоном беспроводные Logitech Zone Vibe 100 (Bluetooth, Graphite)",5,119.59,102,88.58
"Наушники с микрофоном беспроводные Ugreen 35757 (HiTune Max5c, Bluetooth 5.4, Black)",1,40,34,30.77
"Ноутбук Acer Aspire 3 A314-36P-3772 14"" (FHD, Core i3-N305, 8GB LPDDR5, 128GB SSD, Intel UHD Graphics, Windows 11 Home, Silver)",2,327.14,303.5,272.62
"Ноутбук Acer Aspire 5 A515-57-713N 15.6"" (FHD IPS, i7-12650H, 16GB DDR4, 512GB SSD, Intel UHD, Dark Gray, DOS, NX.KN4EX,00X)",3,709.77,636,567.82
"Ноутбук Acer Nitro V 15 ANV15-51 15.6"" (FHD IPS 144Hz, i5-13420H,  8GB DDR4, 512GB SSD, 6GB RTX 3050, Black, Windows 11)",5,933.55,856,777.96
"Ноутбук ASUS VivoBook F1504ZA-WH52 15.6"" (FHD, Core i5-1235U, 8GB DDR4, 256GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Quiet Blue)",3,511.17,456,408.94
"Ноутбук ASUS VivoBook Go 15 E1504GA-WB31 15.6"" (FHD, Core i3-N305, 8GB, 128GB UFS, Intel UHD Graphics, Black, Windows 11)",2,367.64,326,294.11
"Ноутбук Asus VivoBook X1404ZA-I38128 14"" (FHD, Core i3 1215U, 8GB DDRAM, 128GB SSD, Intel UHD, Quiet Blue, Windows 11s)",1,356.27,320,285.01
"Ноутбук ASUS ZenBook 14 OLED UM3402YA-WS74T 14"" (2.8K Touch, Ryzen 7-7730U, 16GB LPDDR4, 512GB SSD, AMD Radeon Graphics, Windows 11 Home, Jade Black)",1,1026.08,900,855.06
"Ноутбук ASUS Zenbook 14 UM3402YA-WS74T 14"" (2.8K OLED Touchscreen, Ryzen 7 7730U, 16GB LPDDR4, 512GB SSD, Jade Black, Windows 11)",1,947.5,930,839.73
"Ноутбук ASUS ZenBook Q415MA-U5512 14"" (OLED WUXGA Touch, Core Ultra 5 125H, 8GB, 512GB SSD, Intel Arc Graphics, Jasper Gray, Windows 11, Q415MA-U5512)",2,780.95,717,650.79
"Ноутбук Dell Inspiron 14 7440 14"" (WUXGA IPS Touch 2-in-1, Core 7 150U, 16GB DDR5, 1TB SSD, Iris Xe Graphics, Ice Blue, Windows 11 Home)",1,1111.4,1016,926.17
"Ноутбук Dell lnspiron 14 7445 14"" (WUXGA IPS Touch 2-in-1, Ryzen 7-8840HS, 16GB DDR5, 1TB SSD, AMD Radeon 780M, Windows 11 Home, Midnight Blue, I7445-7326BLU-PUS)",2,929.41,845.5,743.53
"Ноутбук Dell Vostro 3520 (15.6"" FHD, i5 1235U, 8GB DDR4, 512GB SSD, Intel Iris XE, BT, Webcam, Black, DOS)",1,519.48,477,451.72
"Ноутбук Dell Vostro 3520 (15.6"" FHD, i7 1255U, 8GB DDR4, 512GB SSD, Intel Iris XE, BT, Webcam, Black, DOS)",20,695.51,622,604.79
"Ноутбук HP 15-fc0041wm 15.6 (FHD, Ryzen 5 7520U, 8GB, 512GB SSD, AMD Radeon 610M Graphics, Natural Silver, Windows 11, B5TH5UA#ABA)",5,449.06,414,374.21
"Ноутбук HP 15-fc0047wm 15.6 (FHD Touch, Ryzen 7 7730U, 16GB, 512GB SSD, Radeon Graphics, Natural Silver, Windows 11, B8LA8UA)",2,756.8,696,630.67
"Ноутбук HP 250 G9 15.6"" (FHD, Core i7 1255U, 8GB DDR4, 512GB SSD, Intel Iris Xe, Silver, DOS, w/Bag)",1,715.22,656,596.02
"Ноутбук HP OmniBook 5 Flip 14-fp0023dx 14"" (2K Touch, Core 7 150U, 16GB LPDDR5, 512GB SSD, Glacier Silver, Intel Graphics, Windows 11)",1,938.44,861,782.03
"Ноутбук HP Pavilion 16-ag0070wm 16"" (WUXGA, Ryzen 7 8840U, 8GB DDR5, 512GB SSD, Radeon 780M Graphics, Meteor Silver, Windows 11)",3,673.55,619,561.29
"Ноутбук HP Victus Gaming 15-fa2013dx 15.6"" (IPS FHD, 144Hz, Core i5 13420H, 8GB DDR4, 512GB SSD, 6GB RTX3050, Mica Silver, Windows 11)",4,862.76,792,718.96
"Ноутбук HP Victus Gaming 15-fa2709wm 15.6"" (IPS FHD, 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 6GB RTX4050, Mica Silver, Windows 11)",2,1014.12,931,845.1
"Ноутбук HP Victus Gaming 15-fb2063dx 15.6"" (IPS FHD, 144Hz, Ryzen 5 7535HS, 8GB DDR4, 512GB SSD, 4GB Radeon RX 6550M, Mica Silver, Windows 11)",10,771.94,709,643.28
"Ноутбук Lenovo IdeaPad 1 15.6"" (FHD, i3 1215U, 8GB DDR4, 256GB SSD, Intel UHD Graphics, Grey, DOS)",34,394.83,355,329.03
"Ноутбук Lenovo IdeaPad 3 15IAU7 15.6"" (FHD IPS Touch, i7 1255U, 16GB DDR4, 512GB SSD, Intel IRIS XE, Grey, Windows 11)",6,733.12,650,586.5
"Ноутбук Lenovo IdeaPad 3 15IAU7 15.6"" (FHD IPS Touch, i7 1255U, 8GB DDR4, 512GB SSD, Intel IRIS XE, Grey, Windows 11)",1,693.71,636,648.32
"Ноутбук Lenovo Ideapad L340-15API 15.6"" (FHD, Ryzen 3-3200U, 8GB DDR4, 256GB SSD, Vega 3, Grey, DOS)",48,327.98,279,262.38
"Ноутбук Lenovo Ideapad Slim 3 15.6"" (FHD Touch, Core 5 120U, 8GB DDR5, 512GB SSD, Intel Graphics, Arctic Grey, Windows 11)",1,590.3,542,491.92
"Ноутбук Lenovo Ideapad Slim 3 15.6"" (FHD Touch, Ryzen 7 7730U, 16GB DDR4, 512GB SSD, Radeon Graphics, Abyss Blue, Windows 11)",2,726.53,668,605.44
"Ноутбук Lenovo ThinkBook V14 G4 AMN 14"" (FHD, Ryzen 5 7520U, 8GB DDR4, 256GB SSD, AMD Radeon Graphics, Black, Windows 11 Pro)",1,499.08,458,415.9
"Ноутбук Lenovo V15 15.6"" (FHD, i3 1315U, 8GB DDR4, 256GB SSD, Intel UHD, Business Black, DOS, 83A1004SUE)",24,431.54,398,359.62
"Ноутбук Lenovo V15 15.6"" (FHD, i5 13420H, 8GB DDR4, 512GB SSD, Intel HD, Dark Grey, DOS, 83A1008WEU)",38,534.44,500,464.73
"Ноутбук Lenovo V15 15.6"" (FHD, i7 1255U, 16GB DDR4, 512GB SSD, Intel Iris Xe, Dark Grey, DOS)",27,601.1,580,601.1
"Ноутбук Lenovo V15 15.6"" (FHD, Ryzen 5 7520U, 8GB DDR4, 256GB SSD, AMD Radeon Graphics, Dark Grey, DOS)",14,407.77,380,354.59
"Ноутбук Lenovo V15 G2 IJL 15.6"" (FHD, Celeron N4500, 4GB DDR4, 256GB SSD, Intel HD, Black, DOS, 82QY00PHAK)",1,289.76,260,231.81
"Ноутбук Lenovo V15 G2 IJL 15.6"" (FHD, Celeron N4500, 4GB DDR4, 256GB SSD, Intel UHD Graphics, Black, DOS)",8,289.62,260,234.11
"Ноутбук MSI Katana A15 15.6"" (FHD IPS 144Hz, Ryzen 7 8845HS, 16GB DDR5, 1TB SSD, 8GB RTX4070, Black, Windows 11)",1,1794.36,1581,1514.55
"Ноутбук MSI Summit E13 AI Evo 13.3"" (WUXGA, Core Ultra 7-155H, 16GB LPDDR5, 1TB SSD, Intel Arc Graphics, Black, Windows 11, Stylus, A1MTG-001US)",1,1165.48,1070,971.24
"Ноутбук MSI Thin 15.6"" (IPS FHD 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 4GB RTX3050, Black, Windows 11)",2,875.69,770,700.55
"Ноутбук Samsung Galaxy Book4 15.6"" (FHD, Core 7-150U, 16GB LPDDR4, 512GB SSD, Intel Graphics, Windows 11 Home, Silver, NP750XGK-KS2US)",2,913.92,807,731.14
Патч-панель LANBERG PPS6-0024-B 24 PORT 0.5U CAT.6 SHIELDED BLACK,15,41.35,37.3,31.81
Патч-панель LANBERG PPS6-0024-S 24 PORT 0.5U CAT.6 SHIELDED GREY,11,48.06,43,40.05
Патч-панель LANBERG PPS6-1024-B 24 PORT 1U CAT.6 SHIELDED BLACK,16,50.07,44.8,38.51
Патч-панель LANBERG PPU5-1048-B 48 PORT 1U CAT.5E BLACK,4,40.52,37.5,35.24
"Патч-панель LANBERG PPU5-9012-B 12 PORT 1U CAT.5E 10"" BLACK",8,12.46,9,10.84
Патч-панель LANBERG PPU6-1024-B 24 PORT 1U CAT.6 BLACK,34,30.45,24.7,20.46
Патч-панель LANBERG PPU6-1024-S 24 PORT 1U CAT.6 GRAY,19,21.89,19.5,19.03
Переходник CrownMicro CM-H-01 для HDD 5.25-3.5,35,1.3,1,1.24
"Переходник LANBERG AD-0031-S MOUNTING FRAME FOR 3.5"" HDD IN 5.25"" BAY",5,1.35,0.5,0.79
Переходник Molex - 8Pin PCIe Graphic Card,2,0,6,5.06
"Переходник Ugreen 10396 (Micro USB(M) to USB-A(F), OTG, 15cm, Black)",9,1.7,1.5,0.86
"Переходник Ugreen 10739 (3.5mm (M) to 2x3.5mm(F), 20cm, White)",3,4.26,3.5,2.84
Переходник Ugreen 30453 (USB 3.0 to Micro USB(M)+USB Type-C(M)),1,4.31,3.5,2.88
Переходник Ugreen 50533 (USB 3.0 to USB Type-C),5,5.44,4.8,3.63
"Переходник сетевой (Euro -> Universal socket, White)",2,10,9.5,8
Подставка для ноутбука/планшета Ugreen 90849 (Alluminium),1,48.94,40.3,36.25
Презентационный пульт Logitech R400 (Black),2,29.59,27,22.76
Презентационный пульт Logitech R500S (Gray),3,46.95,40.9,37.56
Принтер лазерный Canon ImageCLASS LBP6030,7,176.83,162,160.76
Принтер лазерный HP LaserJet M111a (A4),8,130.98,118,104.78
Принтер лазерный МФУ Canon imageCLASS MF3010,64,277.16,250,241.01
Принтер лазерный МФУ Canon i-SENSYS MF3010,15,275.71,248.5,239.75
Принтер лазерный МФУ HP LaserJet M141a (A4),3,179.75,150.5,121.44
"Принтер лазерный МФУ HP LaserJet M236SDN (Принтер/Сканер/Копир, ADF, Duplex, A4)",1,335.97,295.5,258.44
Принтер лазерный МФУ HP LaserJet Pro 3103fdn (A4),2,348.58,326,303.11
Принтер лазерный МФУ HP LaserJet Pro 3103fdw (A4),2,378.1,353,328.78
Принтер лазерный цветной МФУ HP Color Laser 179fnw (A4),5,356.6,330,310.09
"Принтер струйный МФУ Canon PIXMA MG2540S, A4",9,66.25,58,44.16
"Принтер струйный МФУ Canon PIXMA MG2541S, A4",81,66.09,58,42.82
"Принтер струйный МФУ Canon PIXMA MG2546S, A4",38,68.42,56.5,43.59
"Принтер струйный МФУ HP DeskJet 2320 (7WN42B, A4, White)",19,71.7,60.5,46.26
Программа Microsoft Win Pro 11 32-bit/64-bit Eng Int DVD,1,195.65,0,173.57
"Проектор Acer X1226AH (DLP, max 10000h., 4000lm, 20000:1, 1024x768, USB, HDMI, VGA, Component, RCA, Audio In/Out)",12,374.63,335,288.18
"Проектор Viewsonic PA503S (DLP, макс 15000ч., 3600lm, 22000:1, макс 800x600, USB, RS-232, HDMI, 2xVGA, Component, RCA, Audio In/Out)",22,361.98,350,344.74
"Процессор AMD A10 8770 (S-AM4, TRAY)",4,44.98,36,89.96
"Процессор AMD A6 9500E (S-AM4, 3.0GHz, R5, TRAY)",9,37.49,25,49.99
"Процессор AMD Ryzen 3 4100 (S-AM4, BOX)",12,86.54,75,108.18
"Процессор AMD Ryzen 5 5600 (S-AM4, TRAY)",1,114.46,105,95.38
"Процессор AMD Ryzen 5 5600G (S-AM4, TRAY)",7,155.24,142.5,129.37
"Процессор AMD Ryzen 5 5600X (S-AM4, TRAY)",11,124.24,114,102.77
"Процессор AMD Ryzen 5 7600X (S-AM5, TRAY)",4,251.94,231.5,209.95
"Процессор AMD Ryzen 5 8500G (S-AM5, BOX)",4,180.86,169,164.42
"Процессор AMD Ryzen 7 5700G (S-AM4, TRAY)",3,173.33,159.5,143.02
"Процессор AMD Ryzen 7 5700X (S-AM4, TRAY)",6,148.34,136.5,122.73
"Процессор AMD Ryzen 7 7700 (S-AM5, TRAY)",2,257.77,237,214.81
"Процессор AMD Ryzen 7 8700G (S-AM5, BOX)",9,332.23,305,276.86
"Процессор Intel Core i3 12100 (3.3GHz, 6Mb, 8GT/s, GPU, S1700, TRAY)",8,118.32,107,102.91
"Процессор Intel Core i3 13100 (3.4GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",4,143.1,129.5,143.1
"Процессор Intel Core i3 14100 (4.7GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",7,155.81,125.5,123.7
"Процессор Intel Core i3 14100F (4.7GHz, 12Mb, 8GT/s, S1700, TRAY)",2,92.9,85.5,80.78
"Процессор Intel Core i3 9100F (3.6GHz, 6Mb, 8GT/s, GPU, S1151v2, TRAY)",1,106.53,80,118.37
"Процессор Intel Core i5 12400 (2.5GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",10,162.04,149,140.91
"Процессор Intel Core i5 12400F (2.5GHz, 12Mb, 8GT/s, S1700, TRAY)",4,124.85,113,105.41
"Процессор Intel Core i5 13400 (2.5GHz, 20Mb, GPU, S1700, TRAY)",2,189.25,169.5,189.25
"Процессор Intel Core i5 13400F (2.5GHz, 20Mb, 8GT/s, S1700, TRAY)",3,136.04,120,113.37
"Процессор Intel Core i5 14400 (4.7GHz, 20Mb, 8GT/s, GPU, S1700, TRAY)",9,175.25,162.5,152.39
"Процессор Intel Core i5 14600KF (2.6GHz, 24Mb, 8GT/s, S1700, TRAY)",4,234.39,216,195.32
"Процессор Intel Core i7 12700K (3.6GHz, 25Mb, 8GT/s, GPU, S1700, TRAY)",6,298.38,273.5,269.19
"Процессор Intel Core i7 13700K (3.4GHz, 30Mb, GPU, S1700, BOX)",5,426.07,378,387.34
"Процессор Intel Core i7 13700KF (3.4GHz, 30Mb, 8GT/s, S1700, TRAY)",2,388.92,350,324.1
"Процессор Intel Core i7 14700K (2.5GHz, 33Mb, 8GT/s, GPU, S1700, TRAY)",5,463.15,426,463.15
"Процессор Intel Core i7 14700KF (2.5GHz, 33Mb, 8GT/s, S1700, TRAY)",1,395.65,371,359.69
"Процессор Intel Core i9 12900KF (3.2GHz, 30Mb, 8GT/s, S1700, BOX)",1,434.33,405,377.68
"Процессор Intel Core i9 14900K (3.2GHz, 36Mb, 8GT/s, GPU, S1700, TRAY)",2,570.56,536,528.3
"Процессор Intel Core i9 14900KF (3.2GHz, 36Mb, 8GT/s, S1700, TRAY)",2,533.86,496,473.74
"Процессор Intel Pentium Gold G6405 (4.1GHz, 4Mb, 8GT/s, GPU, S1200, BOX)",2,77.14,68,77.14
"Процессор Intel Pentium Gold G7400 (3.7GHz, 6Mb, 8GT/s, GPU, S1700, OEM)",2,91.95,82,75.8
"Саундбар SVEN SB-2035 (40W, Bluetooth, HDMI, R/C, USB, Black)",3,60.57,5.7,48.46
"Саундбар SVEN SB-2055 (80W, Bluetooth, HDMI, R/C, Optical, USB, Display, Black)",3,78.2,69,62.56
"Сетевая антенна D-Link ANT24-0501 (Indoor, 5dbi, gain)",1,23.84,18,22.71
"Сетевая антенна Intellinet 500449 (Directional, 14dbi, gain)",3,28.42,20,27.07
"Сетевая антенна Intellinet 502313 (Directional, 18dbi, gain)",3,47.94,37,45.66
"Сетевая карта Asus PCE-AX1800 (PCI-E, WiFi 6, Bluetooth 5.2)",10,37.59,34,30.15
"Сетевая карта D-Link DFE-530TX (10/100Mbit), PCI",4,7.77,7.5,7.07
"Сетевая карта Lanberg NC-1000-01 (10/100/1000, USB3.0)",4,18.38,15.7,12.95
Сетевая карта Lenovo USB-C > GigaBit-Lan RJ45,6,34.35,30,25.44
"Сетевая карта TP-Link Archer T2U NANO (AC600, Nano, USB)",1,15.88,13.8,11.76
"Сетевая карта TP-Link Archer T4U (AC1300, Dual, External antennas, USB)",1,35.24,31,26.1
"Сетевая карта TP-Link Archer TXE75E (AXE5400, Wi-Fi 6e, Bluetooth, PCI-E)",9,73.84,63.5,54.7
"Сетевая карта TP-Link TG-3468 (10/100/1000Mbps, PCI-E)",1,14.93,11.8,11.06
Сетевая карта TP-Link TL-WN781ND (PCI-E),26,14.92,13,11.05
Сетевая карта TP-Link TL-WN822N (USB),27,15.9,14,11.77
Сетевая карта TP-Link TL-WN823N (USB),6,12.69,11.3,9.4
Сетевая карта TP-Link TL-WN881ND (PCI-E),9,20.04,17.3,14.84
"Сетевая карта TP-Link UE300 (10/100/1000, USB)",12,21.97,17.5,13.82
"Сетевая карта Ugreen 50737 (10/100/1000, USB-C, Space Grey)",1,18.53,16.7,14.62
Сетевое хранилище QNAP TS-231K 2-BAY,1,346.87,309,256.94
"Сетевой фильтр CrownMicro CMPS-06 (6 Euro Sockets, 5.0m, Black, 2500W)",44,5.9,5,4.72
"Сетевой фильтр LANBERG PDU-04E04I-0200-BK (4xFRENCH, 4xIEC SOCKETS 2M 1U 10A, BLACK)",15,26.76,23,19.11
"Сетевой фильтр LANBERG PDU-04E04I-0200-IEC-BK (8 SOCKETS 2M 1U 10A, BLACK)",18,28.32,24.8,20.23
"Сетевой фильтр LANBERG PS0-05F-0150-BK (5 SOCKETS 1.5M, SCHUKO, BLACK)",109,7.31,6.3,4.87
"Сетевой фильтр LANBERG PS0-05F-0150-W (5 SOCKETS 1.5M, SCHUKO, WHITE)",65,7.31,6.3,4.87
"Сетевой фильтр LANBERG PS0-05F-0300-W (5 SOCKETS 3M, SCHUKO, WHITE)",9,10.47,9,6.98
"Сетевой фильтр Lightwave LW EXT 52U-2P (5 Universal Sockets, 2xUSB (2.1A), 3.0m, Black)",22,9.65,8.7,6.89
"Сетевой фильтр Lightwave LW EXT 72UC-2P (7 Universal Sockets, 1xUSB, 1xType-C (2.1A), 3.0m, Black)",24,10.94,10,8.11
"Сетевой фильтр Lightwave LW-EXT-43U-2P (4 Universal Sockets, 3xUSB, Black)",10,24.76,23.3,19.05
"Сетевой фильтр Lightwave LW-EXT-44MW-2P (4 Universal Sockets, 3xUSB, 1xType-C, Black)",4,29.85,27.8,22.97
"Сетевой фильтр Lightwave LW-EXT-44U-2P (4 Universal Sockets, 4xUSB, 2.0m, Black)",50,11.42,11,8.78
"Сетевой фильтр Lightwave LW-EXT-64U-2P (6 Universal Sockets, 4xUSB, 2.0m, Black)",28,13.52,12.8,10.4
"Сетевой фильтр SVEN Optima 6 1.8 (6 Euro Sockets, 1.8m, Black, 2300W)",30,7.49,6.8,5.55
"Сетевой фильтр SVEN Optima 6 3.0 (6 Euro Sockets, 3.0m, Black, 2300W)",20,8.36,7.4,6.19
"Сетевой фильтр SVEN Optima 6 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)",27,10.62,9.3,7.87
