"Product","Stock","Transit","Sold (30d)","Order Qty","Last Supplier","Last Price","Current Cost","Expected Profit","Margin %","Stock-Out Days","Priority Score","Priority","Sales Period","Transit Time"
"Процессор AMD Ryzen 9 5950X (S-AM4, BOX)","2","0","1","0","""Kosatec""","$229.78","$277.68","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Процессор AMD Ryzen 9 7900X (S-AM5, TRAY)","1","0","1","0","""Kosatec""","$298.64","$360.89","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Процессор Intel Core i3 12100 (3.3GHz, 6Mb, 8GT/s, GPU, S1700, TRAY)","14","0","8","0","""Chip""","$112.69","$110.92","$0.00","0.0%","∞","14.5","NO","30d","4 weeks (1x)"
"Процессор Intel Core i3 13100 (3.4GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)","5","0","4","0","""IT Trading""","$117.48","$118.90","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Процессор Intel Core i5 12400 (2.5GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)","1","0","9","8","""Kosatec""","$118.17","$143.11","$906.40","79.2%","3.3","98","CRITICAL","30d","4 weeks (1x)"
"Процессор Intel Core i5 12400F (2.5GHz, 12Mb, 8GT/s, S1700, TRAY)","1","0","9","8","""Kosatec""","$90.95","$110.97","$308.16","34.7%","3.3","88.7","CRITICAL","30d","4 weeks (1x)"
"Процессор Intel Core i5 13400 (2.5GHz, 20Mb, GPU, S1700, TRAY)","5","0","0","0","""Kosatec""","$168.34","$203.10","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Процессор Intel Core i5 13400F (2.5GHz, 20Mb, 8GT/s, S1700, TRAY)","5","0","0","0","""Kosatec""","$138.64","$167.26","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Процессор Intel Core i5 14400 (4.7GHz, 20Mb, 8GT/s, GPU, S1700, TRAY)","6","0","41","35","""Kosatec""","$146.33","$176.22","$0.00","0.0%","4.4","86","CRITICAL","30d","4 weeks (1x)"
"Процессор Intel Core i5 14400F (4.7GHz, 20Mb, 8GT/s, S1700, TRAY)","4","0","1","0","""Kosatec""","$112.52","$137.29","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Процессор Intel Core i5 14600K (2.6GHz, 24Mb, GPU, S1700, TRAY)","5","0","0","0","""Kosatec""","$183.70","$224.15","$0.00","0.0%","∞","12.1","NO","30d","4 weeks (1x)"
"Процессор Intel Core i5 14600KF (2.6GHz, 24Mb, 8GT/s, S1700, TRAY)","3","0","0","0","""Tier Distribution""","$161.59","$195.32","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Процессор Intel Core i7 12700K (3.6GHz, 25Mb, 8GT/s, GPU, S1700, TRAY)","5","0","0","0","""Kosatec""","$242.09","$292.08","$0.00","0.0%","∞","13.1","NO","30d","4 weeks (1x)"
"Процессор Intel Core i7 13700K (3.4GHz, 30Mb, GPU, S1700, BOX)","4","0","0","0","""Kosatec""","$320.78","$387.34","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Процессор Intel Core i7 14700K (2.5GHz, 33Mb, 8GT/s, GPU, S1700, TRAY)","1","0","2","1","Unknown","$0.00","$463.15","$0.00","0.0%","14.3","52.1","HIGH","30d","4 weeks (1x)"
"Процессор Intel Core i7 14700KF (2.5GHz, 33Mb, 8GT/s, S1700, TRAY)","2","0","1","0","""Tier Distribution""","$283.04","$340.29","$0.00","35.6%","∞","16","NO","30d","4 weeks (1x)"
"Процессор Intel Core i9 12900K (3.2GHz, 30Mb, 8GT/s, S1700, TRAY)","3","0","0","0","""Tier Distribution""","$290.00","$348.66","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Процессор Intel Core i9 14900K (3.2GHz, 36Mb, 8GT/s, GPU, S1700, TRAY)","4","0","0","0","""Kosatec""","$412.76","$506.16","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Процессор Intel Core i9 14900KF (3.2GHz, 36Mb, 8GT/s, S1700, TRAY)","5","0","0","0","""Kosatec""","$401.69","$484.64","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Процессор Intel Pentium Gold G6405 (4.1GHz, 4Mb, 8GT/s, GPU, S1200, BOX)","2","0","0","0","Unknown","$0.00","$77.14","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Процессор Intel Pentium Gold G7400 (3.7GHz, 6Mb, 8GT/s, GPU, S1700, OEM)","2","0","0","0","Unknown","$0.00","$75.80","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Саундбар SVEN SB-2035 (40W, Bluetooth, HDMI, R/C, USB, Black)","3","0","0","0","""SVEN"" (OOO Regard)","$34.81","$48.46","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Саундбар SVEN SB-2055 (80W, Bluetooth, HDMI, R/C, Optical, USB, Display, Black)","3","0","0","0","""SVEN"" (OOO Regard)","$44.95","$62.56","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта Asus PCE-AX1800 (PCI-E, WiFi 6, Bluetooth 5.2)","6","0","8","2","""DG Comp""","$31.59","$31.46","$0.00","0.0%","22.2","35.1","MEDIUM","30d","4 weeks (1x)"
"Сетевая карта D-Link DFE-530TX (10/100Mbit), PCI","4","0","0","0","Unknown","$0.00","$7.07","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Сетевая карта Lanberg NC-1000-01 (10/100/1000, USB3.0)","3","0","0","0","Unknown","$0.00","$12.95","$0.00","0.0%","∞","12.1","NO","30d","4 weeks (1x)"
"Сетевая карта Lenovo USB-C > GigaBit-Lan RJ45","5","0","0","0","Unknown","$0.00","$25.44","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T2U (AC600, USB)","7","0","0","0","""GRAND PCD FZE"" DUBAI","$11.00","$13.83","$0.00","0.0%","∞","11.1","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T2U NANO (AC600, Nano, USB)","15","0","2","0","""GRAND PCD FZE"" DUBAI","$9.00","$11.34","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T2U Plus (AC600, USB)","9","0","1","0","""GRAND PCD FZE"" DUBAI","$13.20","$16.60","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T3U Plus (AC1300, Dual Band, USB)","18","0","1","0","""GRAND PCD FZE"" DUBAI","$16.00","$20.12","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T4U (AC1300, Dual, External antennas, USB)","10","0","1","0","""GRAND PCD FZE"" DUBAI","$18.80","$23.86","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer T4U Plus (AC1300, Dual, External antennas, USB)","14","0","0","0","""GRAND PCD FZE"" DUBAI","$23.20","$29.17","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer TX1U Nano (AX300, Wi-Fi 6, USB)","26","0","4","0","""GRAND PCD FZE"" DUBAI","$5.30","$6.66","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer TXE70UH (AXE5400, Wi-Fi 6e, USB)","26","0","4","0","""GRAND PCD FZE"" DUBAI","$31.50","$39.61","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link Archer TXE75E (AXE5400, Wi-Fi 6e, Bluetooth, PCI-E)","9","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$40.49","$54.70","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link TG-3468 (10/100/1000Mbps, PCI-E)","1","0","0","0","""GRAND PCD FZE"" DUBAI","$7.30","$10.07","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link TL-WN725N (USB)","35","0","2","0","""GRAND PCD FZE"" DUBAI","$4.65","$5.85","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link TL-WN781ND (PCI-E)","16","0","1","0","Unknown","$0.00","$11.05","$0.00","0.0%","∞","16.6","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link TL-WN822N (USB)","26","0","1","0","""TLM INTERNATIONAL FZE"" DUBAI","$8.52","$11.77","$0.00","17.7%","∞","13","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link TL-WN823N (USB)","23","0","1","0","""GRAND PCD FZE"" DUBAI","$6.60","$8.55","$0.00","0.0%","∞","14.9","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link UE300 (10/100/1000, USB)","10","0","0","0","""Kosatec""","$9.93","$13.82","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Сетевая карта TP-Link UE300C (10/100/1000, USB Type-C)","9","0","1","0","""GRAND PCD FZE"" DUBAI","$13.30","$16.72","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр CrownMicro CMPS-06 (6 Euro Sockets, 5.0m, Black, 2500W)","7","0","28","21","""CrownMicro""","$3.50","$4.72","$0.00","0.0%","7.5","83","CRITICAL","30d","4 weeks (1x)"
"Сетевой фильтр LANBERG PDU-04E04I-0200-BK (4xFRENCH, 4xIEC SOCKETS 2M 1U 10A, BLACK)","15","0","0","0","Unknown","$0.00","$19.11","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр LANBERG PDU-04E04I-0200-IEC-BK (8 SOCKETS 2M 1U 10A, BLACK)","18","0","0","0","""Impakt""","$13.14","$20.23","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Сетевой фильтр LANBERG PS0-05F-0300-W (5 SOCKETS 3M, SCHUKO, WHITE)","9","0","0","0","Unknown","$0.00","$6.98","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр Lightwave LW EXT 52U-2P (5 Universal Sockets, 2xUSB (2.1A), 3.0m, Black)","20","0","1","0","""TLM INTERNATIONAL FZE"" DUBAI","$5.10","$6.89","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Сетевой фильтр Lightwave LW EXT 72UC-2P (7 Universal Sockets, 1xUSB, 1xType-C (2.1A), 3.0m, Black)","23","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$6.00","$8.11","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр Lightwave LW-EXT-44MW-2P (4 Universal Sockets, 3xUSB, 1xType-C, Black)","4","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$17.00","$22.97","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сетевой фильтр Lightwave LW-EXT-64U-2P (6 Universal Sockets, 4xUSB, 2.0m, Black)","28","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$7.70","$10.40","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN Optima 6 1.8 (6 Euro Sockets, 1.8m, Black, 2300W)","24","0","0","0","""SVEN"" (OOO Regard)","$4.33","$5.55","$0.00","0.0%","∞","11.1","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN Optima 6 3.0 (6 Euro Sockets, 3.0m, Black, 2300W)","20","0","0","0","""SVEN"" (OOO Regard)","$4.84","$6.19","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN Optima 6 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)","17","0","10","0","""SVEN"" (OOO Regard)","$6.15","$7.87","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN SF-05E 1.0 (5 Euro Sockets, 1.0m, Black, 2300W)","3","0","1","0","""SVEN"" (OOO Regard)","$3.43","$4.38","$0.00","52.3%","∞","13.6","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN SF-05LU 1.8 (5 Euro Sockets, 2xUSB (2.4А), 1.8m, Black, 2300W)","1","0","0","0","""SVEN"" (OOO Regard)","$8.57","$10.96","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Сетевой фильтр SVEN SF-06E 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)","1","0","0","0","""SVEN"" (OOO Regard)","$5.34","$6.83","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Стол игровой Genesis NDS-1550 Holm 300 RGB (Black)","6","0","0","0","""Impakt""","$95.76","$147.43","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Стол игровой Genesis NDS-1606 Holm 200 RGB (Black)","3","0","0","0","""Impakt""","$65.16","$107.67","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 14"" RivaCase 7704 (Sleeve, Black)","1","0","0","0","Unknown","$0.00","$10.13","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Digma R-270 (Black)","12","0","0","0","""Merlion""","$6.83","$9.81","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Digma R-270 (Grey/Black)","12","0","0","0","""Merlion""","$6.83","$9.81","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Innovation IT NT15 Black","1","0","0","0","Unknown","$0.00","$6.75","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" NATEC Beira NTO-2056 (Black)","142","0","2","0","""Impakt""","$6.50","$10.01","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Natec GOA NTO-2055 (Black)","39","0","12","0","""Impakt""","$5.30","$8.16","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Natec IMPALA 2 NTO-2228 (Onyx Black)","140","0","2","0","""Impakt""","$5.80","$8.93","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" NATEC Nanger NTO-2027 (Black)","45","0","0","0","""Impakt""","$10.20","$15.70","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Natec Taruca NTO-2031 (Black)","118","0","4","0","""Impakt""","$6.20","$9.55","$0.00","23.5%","∞","22.2","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 15.6"" Natec WALLAROO NTO-2051 (With wireless Mouse, Black)","137","0","7","0","""Impakt""","$7.20","$11.09","$0.00","0.0%","∞","11.1","NO","30d","4 weeks (1x)"
"Сумка для ноутбука 17.3"" PC Pet 600D (PCP-A1317GY, Grey/Black)","2","0","0","0","""Merlion""","$7.28","$9.39","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Сумка/Рюкзак для ноутбука 15.6"" Genesis PALLAD 410 NBG-1947 (Black)","4","0","1","0","Unknown","$0.00","$23.75","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Термопаста Aerocool Baraf-S (3.5g, Syringe)","1","0","0","0","Unknown","$0.00","$2.63","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-4 (20g, syringe)","8","0","0","0","""Kosatec""","$6.88","$8.89","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-4 (8g, syringe)","17","0","7","0","""Kosatec""","$3.80","$4.21","$0.00","101.0%","∞","19.5","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-6 (2g, syringe)","30","0","0","0","""Kosatec""","$2.43","$3.14","$0.00","0.0%","∞","16.3","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-6 (4g, syringe + 5 x Cleaning wipes)","15","0","2","0","""Kosatec""","$4.27","$5.51","$0.00","100.2%","∞","19.1","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-6 (4g, syringe)","10","0","0","0","""Kosatec""","$3.02","$3.89","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-6 (8g, syringe)","20","0","0","0","""Kosatec""","$4.09","$5.27","$0.00","0.0%","∞","16.3","NO","30d","4 weeks (1x)"
"Термопаста Deepcool Z5 (3g, Syringe)","6","0","0","0","Unknown","$0.00","$3.68","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Термопаста Zalman ZM-STC9 (3.5g, Syringe)","1","0","0","0","Unknown","$0.00","$8.94","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Термопрокладка Ice Shark (100x100mm, 1.0mm, 20W/mK)","1","0","0","0","""M Service""","$11.54","$11.54","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Термопрокладка Ice Shark (100x100mm, 2.0mm, 20W/mK)","1","0","0","0","""M Service""","$16.67","$16.67","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Тестер кабеля Ugreen 10950 (RJ-11/-45)","4","0","1","0","""X-ART""","$7.69","$7.69","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Точка доступа/Router ASUS RT-AX52 (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)","1","0","0","0","""DG Comp""","$41.77","$41.77","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Точка доступа/Router ASUS RT-AX53U (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)","2","0","2","0","""DG Comp""","$51.04","$51.04","$0.00","0.0%","28.6","26.1","LOW","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX10 (AX1500, 10/100/1000)","7","0","1","0","""Kosatec""","$47.79","$64.09","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX23 (AX1800, 10/100/1000, OneMesh)","9","0","0","0","""GRAND PCD FZE"" DUBAI","$39.00","$49.03","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX53 (AX3000, 10/100/1000, OneMesh)","1","0","0","0","""GRAND PCD FZE"" DUBAI","$49.70","$62.49","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX55 (AX3000, 10/100/1000)","5","0","1","0","""GRAND PCD FZE"" DUBAI","$71.50","$91.39","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX72 (AX5400, 10/100/1000)","5","0","0","0","""GRAND PCD FZE"" DUBAI","$84.50","$109.56","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer AX73 (AX5400, 10/100/1000)","4","0","1","0","""Kosatec""","$114.01","$152.90","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer C20 (AC733, 3G support)","16","0","0","0","Unknown","$0.00","$26.09","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer C50 (AC1200)","4","0","5","1","""TLM INTERNATIONAL FZE"" DUBAI","$19.51","$26.36","$0.00","0.0%","23.5","30.6","MEDIUM","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer C6 (AC1200)","7","0","1","0","""GRAND PCD FZE"" DUBAI","$24.80","$31.18","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer C60 (AC1350)","16","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$23.48","$31.72","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer C80 (AC1900)","4","0","0","0","""Kosatec""","$41.11","$55.13","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer MR200 AC750 (Dual, 3G/4G, Sim)","1","0","1","0","""TLM INTERNATIONAL FZE"" DUBAI","$55.16","$74.52","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer MR505 AC1200 (4G LTE, 10/100/1000 Cat.6)","9","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$58.68","$79.27","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"ИБП UPS 1050VA Lightwave LW UPS 1050","39","0","3","0","""TLM INTERNATIONAL FZE"" DUBAI","$26.00","$35.12","$0.00","0.0%","∞","10.3","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Archer MR600 AC1200 (4G LTE, 10/100/1000 Cat.6)","2","0","0","0","""Kosatec""","$102.38","$137.30","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Deco E4 (Mesh, 2xPack, AC1200, 10/100)","2","0","1","0","Unknown","$0.00","$89.41","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link M7000 Mobile AC750 (2150 mAh, 4G LTE, Micro SIM)","1","0","0","0","""GRAND PCD FZE"" DUBAI","$31.50","$39.61","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link RE205 (AC750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)","8","0","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$19.25","$26.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link RE305 (AC1200, Repeater, Powerline, up to 1200Mbps)","5","0","0","0","""GRAND PCD FZE"" DUBAI","$24.70","$31.96","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link RE450 (AC1750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)","4","0","5","1","""TLM INTERNATIONAL FZE"" DUBAI","$42.42","$57.30","$0.00","0.0%","23.5","27.1","LOW","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-MR3420 (3G/4G)","3","0","0","0","Unknown","$0.00","$26.75","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WA801N (802.11n)","7","0","3","0","Unknown","$0.00","$23.17","$0.00","16.2%","∞","11.3","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WA850RE (N300, Repeater, Powerline)","2","0","2","0","""GRAND PCD FZE"" DUBAI","$11.90","$14.96","$2.99","20.0%","28.6","29.8","LOW","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WA855RE (N300, Repeater, Powerline)","17","0","2","0","""TLM INTERNATIONAL FZE"" DUBAI","$15.43","$20.84","$0.00","16.9%","∞","10.6","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WA860RE (N300, Repeater, Powerline)","15","0","3","0","""Kosatec""","$17.36","$22.48","$0.00","15.2%","∞","11.3","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WR840N (802.11n)","55","0","3","0","""GRAND PCD FZE"" DUBAI","$11.50","$15.00","$0.00","0.0%","∞","13.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WR841N (802.11n)","2","0","0","0","""Kosatec""","$14.40","$19.30","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link TL-WR844N (802.11n)","31","0","1","0","""TLM INTERNATIONAL FZE"" DUBAI","$10.27","$13.87","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Удлинитель LANBERG CA-C13E-10CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK","19","0","0","0","Unknown","$0.00","$2.13","$0.00","0.0%","∞","17","NO","30d","4 weeks (1x)"
"Удлинитель LANBERG CA-C13E-11CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK","135","0","0","0","""Impakt""","$1.70","$2.62","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Удлинитель LANBERG CA-US3E-10CC-0018-B CABLE USB 3.0 AM-AF BLUE 1.8M","40","0","4","0","""Impakt""","$1.51","$2.32","$0.00","32.8%","∞","16.4","NO","30d","4 weeks (1x)"
"Удлинитель LANBERG CA-USBE-10CC-0018-BK CABLE USB 2.0 AM-AF BLACK 1.8M","409","0","0","0","""Impakt""","$0.64","$0.99","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
